Unnamed: 0,title,vidId,title_word_of,title_word_feat,title_word_audio,title_word_me,title_word_music,title_word_video,title_word_by,title_word_no,title_word_live,title_word_the,title_word_de,title_word_don,title_word_in,title_word_ft,title_word_offici,title_word_you,title_word_la,view_log
1043,C blues-redmond kang,l_kGW-1wTSo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6322547766847135
1044,"franjo lučić: fantazija c-mol (marko stanušić, orgulje)",pJCfsL6fMQw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46908529912312
1045,ludwig van beethoven' 5th symphoni in C minor (full),fOk8Tm815lE,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,6.916478215721152
1046,c-murder- down for My nigga,J8GlyaDXkbA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.606685587165611
1047,abraham mateo - hoy tengo gana de c..........,87Y-XcMtgeU,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.2119210843085093
1048,game audio | basic program - part 3 | uniti & C♯,ueqLLcFvIpw,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0346284566253203
1049,terri riley in C perform live by plastic acid ensembl,P7xL46igMdw,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,4.978532011620763
1050,nominati gouden c 2016,x1BPxYCLq2g,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,2.3729120029701067
1051,(hd) tamar braxton live vocal rang note By note c#3 - c#6 2011 - 2013,uECAMJPIVws,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,4.920947286097199
1052,adventur music: augustin C - call for war,NBkqFjR7txw,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2.702430536445525
1053,enya -the spirit of christma past - C рождеством христовым!,acaKcwdFk98,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.386944624370575
1054,blue run the game--jackson C. frank (from vinyl),f4it9vK6G7o,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,5.821351046986276
1055,chill out back track in C-,to2TfXoTqL4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.8573324964312685
1056,"j.s. bach: prelud in C minor ""pour le luth"" bwv 999;  david tayler, archlut",FnpaMm_2QYc,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,6.1955083345106905
1057,the cage method - the C shape,0OTUhr0GAnA,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,3.1172712956557644
1058,game audio | basic program - part 4 | uniti & C♯,IevZW7fy5K4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8512583487190755
1059,edoardo bennato - l'isola che non c'è,5pFEKVhmjnY,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6.052512723695705
1060,lindsey stirl - christma c'mon feat. becki G,D-dwmYeLLng,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.641095573952593
1061,the smoothjazz loft - nick colionn / c-ray,x7KCdmKYsJ8,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3.847078862065716
1062,chagrin d'amour ~ chacun fait (c'qui lui plaît),rYP5Cd_hf7c,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6.620764129899179
1063,kekra - c'est bon (clip officiel),U-U6pphHdNY,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.1552318550347875
1064,panic! At the disco & fun.: c'mon (audio),klHpznbGeYc,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.7206716340269175
1065,mozart: oboenkonzert c-dur KV 314 ∙ hr-sinfonieorchest ∙ françoi leleux ∙ andré orozco-estrada,eDrVtXPpuRI,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.741462823644519
1066,herv vilard - capri c'est fini,sOZqMC5SGGg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5.534266044608692
1067,c'est l'amour  -  leopold nord Et vou,KVyZkQTx5xA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.18946364321285
1068,"tram,bix and lang - for no reason at all in C (1927)",opvXPbx89KU,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1.9395192526186185
1069,"chopin, grand vals brillant in e-flat major, opu 18 (c)",CYGAJ2CIhEc,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2.9484129657786013
1070,luca carboni - c'è (videoclip),del4qscETmk,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5.5245337242639385
1071,memori acclam C - icel chant - new english translat of the roman missal,i5998k9pqYc,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,3.693551085595913
1072,"alcaline, le concert : vianney et axel red - parc que c'est toi",KgDR2P84JPk,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.6216695180369145
1073,matia bazar - c'è tutto un mondo intorno (live@rsi 1981) - Il meglio della musica italiana,ayxtLHYi3dA,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,6.154636351134606
1074,24 hour with C biz | @cbiz_er | ep.1 | link Up TV,FUby_dDi41E,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.768817848643357
1075,stereophon - c'est La vie,SJ5cg0KNKH0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.645605479389228
1076,fréhel c'est un mâle,mgXOXT2atT8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.508462381273361
1077,capri c'ést fini,4TP3u0rNkys,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.992267487355727
1078,laura pausini - non c'è [lyric and song],tfZckp-OngM,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,7.055339296639652
1079,julio iglesia & jean manson - c'est ma vie - 1980,bNaU3DnDkCY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.62664478015091
1080,karl richter - passacaglia & fugu In C minor - bwv 582 (1969),_W4PJUOeVYw,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5.743697082414928
1081,"sampha - ""plastic 100°c"" (live performance)",kyei9tuS_M8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6.182610639946001
1082,"bach - concerto for violin and obo in c minor, bwv 1060a",tc4kWmxpZGs,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,5.923252828810832
1083,Et c'est pa fini,zyKzr6oQuJI,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.746582049336622
1084,【pv】　ヒャダインのカカカタ☆カタオモイ-c　【ヒャダイン】,osWXbe7MbGE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.149987472601977
1085,rudiment - right here ft. fox (andi C remix) [official],xYmZR8fb3Lc,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,6.3816003886046095
1086,adamo - c'est ma vie,KjP01gwxNSo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.275899845138425
1087,"c'est la vie - emerson, lake & palmer",xKvGVVpj9jQ,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,6.233678001264797
1088,the von bondi - c'mon c'mon (video),RFGo5cqcxP4,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,6.424887187728067
1089,spacepong (A small game in written in C),8-IcyFkZldY,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,3.8052289142034263
1090,jackson C. frank : blue run the game,RgY4GnLGsLQ,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5.784521009784945
1091,mediaev baebes-san'c fuy belha Ni prezada,X2mdK2SIkT0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.094086627083193
1092,can - vitamin C,QAhTMkXAPUk,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.809071279611603
1093,misfit mod - sugar C,wxNj8n563jA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.137037454789513
1094,C. wood: hail gladden light,bt7jHbr3W6E,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2.173186268412274
1095,"ludwig van beethoven - symphoni no. 5 in C minor, op. 67, ""fate"": allegro con brio",hWAzuFI_hqM,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,4.768112486745165
1096,C rebel um - r.e.s.p.e.k.t.,UMatYk2W0uU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6627578316815743
1097,welcom To the world Of jonathan C. eastwood,SLcT3wtiQ8M,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.2655253352190736
1098,"beethoven sonata no. 8 in C minor op. 13 ""pathétique"" live - lisitsa",qO8yfBLNVjU,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,6.573068267518499
1099,nelli - just A dream (dion C bootleg) 👑 rex sound,0bJQ2guNEsU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.492330811611012
1100,ukelel tenor pono atdc-c - danza de lo cero,6_9y3rhldbE,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2.4885507165004443
1101,the polic live / tea in the sahara / c-9,LIwryb7wNW8,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,4.3566758556586365
1102,dr. ronald C. mccurdi | tip for youngart applic in jazz,E-tWBente5E,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2.7993405494535817
1103,"fernando sor - ""minuet in C"" (alex price)",OZ4TRSU1E4I,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3.5317343092765503
1104,whatev / folk song In C (elliott smith cover),kCvOdQRiUUM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0334237554869503
1105,not listen by c-eezi and breazi,EEWQXjS8Cd8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4.380428334683836
1106,"roll & record​ alongsid lasai​, live & direct at sundayvibz radioshow (C lab​ 88.4 fm).",8TTDZvTwS-E,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3.0281644194244697
1107,calogero - pomm C,-47Fmmj1FsA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5807335475520405
1108,tiësto vs. diplo ft. busta rhyme - c'mon (catch 'em By surprise),j6SSTMpIRFI,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7.2889204988114145
1109,texa blue - play by le C. copeland,QK_tCUW5kII,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2.79309160017658
1110,bach wtc volum 1    preludio  no 1 C major   glenn gould,PF9__Dfqi4o,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.05311687492293
1111,terri riley • In C remix • CD trailer,G_RSxGdLssI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.143327129992047
1112,À tabl en berri #3 - restaur c'heu l'zib à menetou-salon,qRhnkBPLsY8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.822168079368017
1113,"c'mari - I hate U, I love U (cover gnash ft. olivia o'brien)",k12aX5G8dVE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.718343885915553
1114,C harmon minor  idea,PoZbzrm4PuQ,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,4.181872159010333
1115,thabz C - dreamer (offici music video) HD,-aG_YMjJM9o,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,2.783188691075257
1116,moby-c - sad song [offici music video],6CfABNyGXCU,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,3.9408649759667216
1117,bach: passacaglia & fugu in C minor - stokowski in germani,x9Sbk3E8-ws,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,5.152425951113322
1118,cherubini - requiem in C minor,laO7Zi6Zsm8,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,5.688566638555642
1119,"classic music| mozart: piano concerto no. 21 in C major, K. 467 ""elvira madigan"": ii. andant - HD",b4eDInaDigw,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,1,4.40514137536295
1120,"freder chopin fantaisi impromptu in C sharp minor, Op  66",A6cbCWzHXkg,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,6.372154087013036
1121,joli môme - c'est Si bon,7y9hIjH_7do,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.287468269736186
1122,yann tiersen - c'était ici,ey5tfAH61r0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.997601730575515
1123,tout c'qui nou sépare - jil caplan,0RluldkD6j8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5.833380458582036
1124,lecra - background ft. andi mineo (c-lite) (@lecra @andymineo),LHnZRZiCYHE,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,7.099773876680434
1125,c-bool - magic symphoni ft. giang pham (lyric),3RdOylN0JFs,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.003439807840655
1126,"ludwig van beethoven symphoni no. 5 in C minor, op. 67 - leonard bernstein",1lHOYvIhLxo,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,5.915459988483571
1127,élvezd - offici HD video (c) punnani massif & am:pm music,UrGS9EARHRc,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,7.563642812173536
1128,"krystian zimerman play beethoven sonata no. 8 in C minor, op. 13 (pathétique) (complete)",a8XYrNrlBj4,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,1,6.0317525315495475
1129,"icon du seicento, P jaroussky, l'arpeggiata, C pluhar, M TV",OMnLV38EVxQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.984929468298508
1130,"txarango - agaf l'horitzó (ft. G. humet, aspencat, C. freixas, le kol·lontai i ascensa furore)",e2pEx7PAb30,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6.883769115480624
1131,isi -  c'est lui dont le dieux ont fait choix (lully),uL6EtdH3bho,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.784362631563117
1132,"johann nepomuk hummel - piano septet no. 2 in C major, op. 114, ""military""",UFs7Oq_iqU8,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,4.016239191042638
1133,"joseph haydn symphoni no.60 in C major h.1 ""il distratto"", sir nevil marrin",uphbFEQ9nlo,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,3.3218054838575397
1134,the oldest known melodi (hurrian hymn no.6 - c.1400 b.c.),QpxN2VXPMLc,0,0,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,6.617250460468881
1135,tiempu persu - c'è 'mpuostu chiamatu sicilia,wotP9_XYT0w,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.064218312354443
1136,"shostakovich - symphoni no. 7 in C major ""leningrad"" op. 60",T5EaRTBtZTw,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,5.037075733260524
1137,"mozart / symphoni no. 41 in C major, K. 551 ""jupiter"" (jacobs)",d5UHKFI25YE,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4.69370057396396
1138,haydn - symphoni no. 48 In C major 'maria theresa',8lofiPcUZFI,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4.000694315866355
1139,"saint-saën - symphoni No 3 in C minor, Op 78, ""organ"", 4th movement.",M68gT9XQMEw,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,0,0,4.650695979760611
1140,"beethoven: piano sonata no. 8 in C minor, op. 13 ""pathetique"" - ray ushikubo",-yR7CnmvBj4,0,0,0,0,0,0,0,3,0,1,0,0,2,0,0,0,0,4.352124608319703
1141,"franz joseph haydn, string quartet no. 62 in C major, op. 76, no. 3, hob.iii:77, ""emperor""",kxJrCR1Yn6c,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,4.177997963096567
1142,D gerrard - casanova boy (feat. uma)【offici video】,tkuFhdHPGiM,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,5.9098388703465625
1143,ella mai - boo'd Up,6YNZlXfW6Ho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.37929232551533
1144,tenaci D - post-apocalypto - chapter 1 (hope),9fut5DLdiG0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.504847223849564
1145,egurra ta kitto ft El diluvi - 1 d´octubr (lyric video),2KKF4LZpvxg,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,3.891425942847994
1146,charl aznavour a inspiré le rappeur qu'il qualifiait d'héritier de poèt,TzoDAPVB1bQ,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4.027553454050222
1147,tìm nàng - marr D x freak D,XaDqB-1CdSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.318063334962762
1148,"tee grizzley x lil yachti ""from the D To the A"" (wshh exclus - offici audio)",L7dwub7Fzsc,1,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,7.46425488454721
1149,"pli ""boo'd up"" (ella mai remix) (wshh exclus - offici audio)",FkU70ySifj4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7.302391868524666
1150,"tee grizzley - ""from the D To the A ft. lil yachty"" [offici video]",-S0aea777jM,1,0,0,0,0,1,0,0,0,2,1,0,0,1,1,0,0,7.733374069651122
1151,jetta - i'd love to chang the world (matstub remix),5hEh9LiSzow,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8.226418613218172
1152,boo'd Up,x00MCqDrM0E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.686193018090893
1153,eazy- - i'd rather fuck you,uxY___mqgZw,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6.969825130584093
1154,ludacri - vitamin D ft. Ty dolla sign,Q4dPrjh9wCc,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,6.919566216116714
1155,canon In D | pachelbel' canon | 1 hour version,qVn2YGvIv0w,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7.299855531648513
1156,tenaci D - tribut (video),_lK4cX5xGiQ,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,7.802115321618607
1157,pachelbel - canon in D (best piano version),rNsgHMklBW0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,7.360248377810316
1158,mr.d - naach basanti | offici music video 2018 | नाच बसन्ती,U0xcgf4QPFI,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,5.13070035129987
1159,wed string quartet - canon in D (best version) (johann pachelbel),es_3F3TLJS0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,6.64039725319945
1160,"bhad bhabi ""geek'd"" feat. lil babi (offici music video) | daniel bregoli | react internacion",JTGdHhSFkfE,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,3.523486332343228
1161,"bhad bhabi ""geek'd"" feat. lil babi (offici music video) | daniel bregoli",66h5dGoQ1IU,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,6.771059981535001
1162,what i'd say by earl thoma conley,kaEWMbItfZE,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.495589152204663
1163,lobo - i'd love you To want Me - ( alta calidad ) HD,dLAhG51uz-o,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.709462466834407
1164,pedro [bish ayuni D solo project] / 透明少女 [origin by number girl / live at 新代田fever,bhLMdKYSlbU,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,5.1337049304052265
1165,a$ap rocki - l$d (love x $ex x dreams),yEG2VTHS9yg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.997215507899758
1166,etta jame - i'd rather Go blind,u9sq3ME0JHQ,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,7.447934692566906
1167,cadillac record - i'd rather Go blind,jZVQD9piv7A,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,7.8449378178411395
1168,redimi2 - El nombr de jesú (video oficial) ft. christin d'clario,bQNikeLRJQw,1,0,0,0,0,1,0,1,0,0,2,0,1,1,0,0,1,8.032063572776101
1169,gigi d'agostino - l'amour toujour ( offici video ),w15oWDh02K4,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,8.160633780690898
1170,d.allan - ere important 💔 (oficial) shot by alanalexand,VxU0VCHv2u0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,4.798837027560258
1171,tenaci D - hope (lyric video),s9Qpkg7xJAM,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4.762521019022093
1172,dynoro & gigi d’agostino - In My mind,W9P_qUnMaFg,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,8.000380592187192
1173,dean - D (half moon) ft. gaeko,eelfrHtmk68,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,7.279010284552503
1174,pachelbel - canon in D - franz liszt chamber orchestra,090BIg0mlcY,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5.763453451458808
1175,filthi blue rock guitar back track jam in D,e8G-zjl9GN4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.196314385353599
1176,pachelbel - canon In D (pianofx cover),fE_G6UI2SrE,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5.031953515152245
1177,ariana grand get flash'd by todrick hall   episod 1,qNM3_q2MN6s,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7.049806248260441
1178,christin d'clario | que se abra el cielo | feat. marco brunet,aLEo5JljVHY,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7.822499207293372
1179,son d'play - bom motivo (offici web video),Pw6Ru33eoJs,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,4.734087418541916
1180,tenaci D - hope (offici audio),SO-sSAghmzs,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.350790547426457
1181,lorenzo fragola - d'improvviso - offici video,gFH7aFfM2Zw,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,7.308855943902124
1182,georg brassen   le copain d´abord,CWJmBBxJlig,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.414441345589838
1183,dirti blue rock guitar back track jam in D,e-3QC3oymaQ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.441710842209567
1184,agust D 'agust D' MV,3Y_Eiyg4bfk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6531814750872424
1185,agust D ‘give it to me’ MV,_Zgc12yL5ss,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.383726882926138
1186,rockelbel' canon (pachelbel' canon in D) - 4 cello - the piano guy,LV5_xj_yuhs,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,7.27828071691066
1187,"within temptat - jillian (i'd give My heart) HQ sound,hd,lyr",ImF5k1rrJ7M,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.698208888146348
1188,D gerrard - กลัวแฟน (feat. เจนนิเฟอร์ คิ้ม)【offici video】,G1-678KAVPs,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,7.04364418315076
1189,lacrap - pa d'thème ( cut Dj rolxx & prod nizi) #lpdt,iOfQlrdGm7w,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5.185949911224432
1190,a$ap rocki - l$d (slow + reverb),hiAgmxUHcqo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.536886564416955
1191,"christin d'clario - ""emanuel"" open / santo santo",T_f6DVSD7Ck,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5.928796160969199
1192,"Tu ere rey - barak feat. christin d'clario | ""video oficial"" | radic live",JSpQHItnrSs,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,7.817600746262982
1193,jetta - i'd love To chang the world (matstub remix) [bass boosted],ii1ys4bO7P0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.7996372160000185
1194,tenaci D - wonderboy,FL4HSiGvk68,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.655181189575026
1195,pachelbel' canon in D ~ 2 hour version,WUSmGZ-6FiA,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,6.379512732856552
1196,[온스테이지] 279. 딘 (dean) - D (half moon),NE14c5mEUdU,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.591781936475191
1197,ran-d - zombi,TmhibQ28GKE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.248133999181987
1198,zoo - cançon d'ofrena ft. jazzwoman (ep2k18),2JJCr1A7QEs,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.078659779726935
1199,sad frosti - vitamin D,lRwePi9HEkI,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.221022805204841
1200,i'd rather- luther vandross (with lyrics),-2nx3dG5aqA,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7.022105149040242
1201,pachelbel' canon in d--sooth music(th best version),hOA-2hl1Vbc,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,7.47940121201314
1202,pachelbel - canon In D major. best version.,NlprozGcs80,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.616832706768952
1203,clean bandit - rather Be ft. jess glynn [offici video],m-M1AtrxztU,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,8.702129396190879
1204,kikesa - loin d'ici (ddh#43),QB6r4r10fP0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.31492005599242
1205,sexion d'assaut - Ma direct (clip officiel),Y7-vP7TnluY,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.987238578168343
1206,canon in D  (pachelbel) play by per-olov kindgren,jXC9tuumjiA,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,1,7.1848386402105175
1207,"t-pain ""boo'd up"" (ella mai remix) (wshh exclus - offici audio)",BWDail3rwYs,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,6.60641834306646
1208,nickelback - i'd come for you,5RtTFP2TNcM,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7.464547757473937
1209,ray charl - what'd I say pts. 1 & 2,xTIP_FOdq24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.567074147692983
1210,slow rock love song ll best slow rock 80 90 playlist,UynLB-XZILQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.645774671267085
1211,christin d'clario - gloria en lo alto (vídeo ofici hd),2FZUY5SsQUI,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,7.540812486990768
1212,christin d'clario - dio de maravilla - (video oficial),PR8R2aRhyo4,1,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,2,6.521173270596523
1213,initi D - deja Vu,dv13gl0a-FA,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,7.841432193046923
1214,toccata and fugu in D minor (best version ever),ho9rZjlsyYY,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,7.368152316463532
1215,nunc dimitti in D - brewer,JQJ_o6wMiXU,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.491347684108892
